"Asset ID","Asset No.",Date,Time(EDT),Speed(MPH),Heading,"Log Reason","Distance Traveled(Miles)",Lat,Lon,Zone,"Fuel Counter(Gallon)",Acceleration(Miles/Hour/Sec),"Status Mask",Address
101,022051,2015-07-24,08:19:32,0,East,"Motion Stop",1.8,42.0685839,-71.024231,Massachusetts,"17,025.62",-2.24,42015,"78 Menlo St, Brockton, MA 02301"
48,022062,2015-07-24,08:19:34,5.2,"North North West","Motion Start",0.4,42.069914,-71.0463997,"BROCKTON HIGH SCHOOL","17,307.50",26.84,42015,"Angus Beaton Dr, Brockton, MA 02301"
93,022041,2015-07-24,08:19:34,10.7,"North East East",Standard,0.6,42.0711581,-71.0432766,"BROCKTON HIGH SCHOOL","17,056.27",-17.90,40991,"516 West St, Brockton, MA 02301"
101,022051,2015-07-24,08:19:38,4.2,East,"Motion Start",1.8,42.0685839,-71.024231,Massachusetts,"17,025.62",15.66,42015,"78 Menlo St, Brockton, MA 02301"
47,022081,2015-07-24,08:19:38,7.2,"North East East",Standard,0.6,42.071266,-71.0429249,"BROCKTON HIGH SCHOOL","19,167.80",11.18,40991,"504 West St, Brockton, MA 02301"
93,022041,2015-07-24,08:19:52,26.7,"South East East",Standard,0.7,42.0710891,-71.0422164,"BROCKTON HIGH SCHOOL","17,056.27",15.66,40991,"520 Forest Ave, Brockton, MA 02301"
48,022062,2015-07-24,08:19:52,5.5,"North East",Standard,0.5,42.070538,-71.0453924,"BROCKTON HIGH SCHOOL","17,307.50",-29.08,40991,"684 Belmont St, Brockton, MA 02301"
87,022027,2015-07-24,08:19:52,20.2,"North East East",Standard,1.7,42.0726883,-71.0216114,Massachusetts,"17,218.21",-29.08,40991,"54 Forest Ave, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:19:52,21.3,"South West",Standard,1.8,42.410726,-71.0521611,Massachusetts,0.00,-2.24,8223,"574 Broadway, Everett, MA 02149"
48,022062,2015-07-24,08:19:54,0,"North East","Motion Stop",0.5,42.0705463,-71.0453667,"BROCKTON HIGH SCHOOL","17,307.50",-33.55,42015,"596 West St, Brockton, MA 02301"
101,022051,2015-07-24,08:19:56,29,"North East East",Standard,1.9,42.0689236,-71.0229436,Massachusetts,"17,025.62",13.42,40991,"50 Menlo St, Brockton, MA 02301"
47,022081,2015-07-24,08:19:56,29.5,"South East East",Standard,0.7,42.070586,-71.0410071,"BROCKTON HIGH SCHOOL","19,167.80",2.24,40991,"482 Forest Ave, Brockton, MA 02301"
48,022062,2015-07-24,08:19:58,6.7,"North East East","Motion Start",0.5,42.0705557,-71.0453274,"BROCKTON HIGH SCHOOL","17,307.50",29.08,42015,"592 West St, Brockton, MA 02301"
87,022027,2015-07-24,08:20:10,35.5,South,Standard,1.8,42.0714265,-71.0210691,Massachusetts,"17,218.21",8.95,40991,"701 Warren Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:20:14,7,"South East East",Standard,2,42.0694049,-71.0207802,Massachusetts,"17,025.62",22.37,40991,"801 Warren Ave, Brockton, MA 02301"
47,022081,2015-07-24,08:20:14,30.7,East,Standard,0.8,42.0696792,-71.0383472,Massachusetts,"19,167.80",6.71,40991,"438 Forest Ave, Brockton, MA 02301"
93,022041,2015-07-24,08:20:15,30.7,"South East East",Standard,0.9,42.0697806,-71.0389178,"BROCKTON HIGH SCHOOL","17,056.53",-2.24,40991,"450 Forest Ave, Brockton, MA 02301"
48,022062,2015-07-24,08:20:16,19.7,"North East East",Standard,0.6,42.0710064,-71.0437088,"BROCKTON HIGH SCHOOL","17,307.50",-2.24,40991,"530 West St, Brockton, MA 02301"
48,022062,2015-07-24,08:20:27,0,"North East East","Motion Stop",0.6,42.0712599,-71.0429431,"BROCKTON HIGH SCHOOL","17,307.50",-33.55,42015,"504 West St, Brockton, MA 02301"
48,022062,2015-07-24,08:20:28,3,"North East East","Motion Start",0.6,42.0712652,-71.042929,"BROCKTON HIGH SCHOOL","17,307.50",-11.18,42015,"504 West St, Brockton, MA 02301"
101,022051,2015-07-24,08:20:32,36.5,South,Standard,2.1,42.0675711,-71.0202873,Massachusetts,"17,025.62",-2.24,40991,"884 Warren Ave, Brockton, MA 02301"
47,022081,2015-07-24,08:20:32,29,"North East East",Standard,1,42.0702133,-71.0351566,Massachusetts,"19,167.80",-11.18,40991,"362 Forest Ave, Brockton, MA 02301"
93,022041,2015-07-24,08:20:33,32.2,"North East East",Standard,1,42.0700544,-71.035921,Massachusetts,"17,056.53",-8.95,40991,"382 Forest Ave, Brockton, MA 02301"
87,022027,2015-07-24,08:20:34,33.2,"South South East",Standard,2,42.0682891,-71.0204841,Massachusetts,"17,218.21",6.71,40991,"848 Warren Ave, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:20:39,11.6,"South West",Standard,2.1,42.4073365,-71.055314,Massachusetts,0.00,-31.32,8223,"440 Broadway, Everett, MA 02149"
321,"MB033 - 051073",2015-07-24,08:20:43,0,"South West","Motion Stop",2.1,42.4072801,-71.055375,Massachusetts,0.00,-24.61,9247,"438 Broadway, Everett, MA 02149"
48,022062,2015-07-24,08:20:46,21,"South East East",Standard,0.7,42.0708454,-71.0416388,"BROCKTON HIGH SCHOOL","17,307.76",4.47,40991,"494 Forest Ave, Brockton, MA 02301"
47,022081,2015-07-24,08:20:55,21.2,"North East East",Standard,1.2,42.0708866,-71.0315054,Massachusetts,"19,167.80",-17.90,40991,"278 Forest Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:20:58,29.2,"South South East",Standard,2.4,42.0641074,-71.0194562,Massachusetts,"17,025.62",-6.71,40991,"1050 Warren Ave, Brockton, MA 02301"
93,022041,2015-07-24,08:20:59,23,"North East East",Standard,1.2,42.0708165,-71.0317268,Massachusetts,"17,056.53",,40991,"284 Forest Ave, Brockton, MA 02301"
48,022062,2015-07-24,08:21:12,21.7,"South East East",Standard,0.9,42.0697683,-71.0388721,"BROCKTON HIGH SCHOOL","17,307.76",-2.24,40991,"448 Forest Ave, Brockton, MA 02301"
87,022027,2015-07-24,08:21:12,26.5,South,Standard,2.4,42.0633502,-71.0192993,Massachusetts,"17,218.21",-13.42,40991,"1090 Warren Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:21:16,19.5,"South South East",Standard,2.5,42.0626259,-71.0190441,Massachusetts,"17,025.62",11.18,40991,"1140 Warren Ave, Brockton, MA 02301"
47,022081,2015-07-24,08:21:24,28.5,"North East East",Standard,1.3,42.0713926,-71.028739,Massachusetts,"19,167.80",8.95,40991,"224 Forest Ave, Brockton, MA 02301"
87,022027,2015-07-24,08:21:30,27,"South South East",Standard,2.5,42.0618673,-71.0186038,Massachusetts,"17,218.21",13.42,40991,"1178 Warren Ave, Brockton, MA 02301"
48,022062,2015-07-24,08:21:30,28.2,"North East East",Standard,1,42.0699579,-71.0364819,Massachusetts,"17,307.76",2.24,40991,"394 Forest Ave, Brockton, MA 02301"
93,022041,2015-07-24,08:21:32,29.7,"North East East",Standard,1.4,42.0714911,-71.027956,Massachusetts,"17,056.53",-2.24,40991,"196 Forest Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:21:34,28.7,"North East East",Standard,2.6,42.0624251,-71.0174256,Massachusetts,"17,025.62",4.47,40991,"46 Market St, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:21:34,7.9,"South South West","Motion Start",2.1,42.4072466,-71.0554027,Massachusetts,0.00,42.50,9247,"Broadway, Everett, MA 02149"
47,022081,2015-07-24,08:21:42,29.7,"North East East",Standard,1.5,42.0719122,-71.0258833,Massachusetts,"19,167.80",-2.24,40991,"154 Forest Ave, Brockton, MA 02301"
87,022027,2015-07-24,08:21:48,11.2,"South South East",Standard,2.6,42.0598099,-71.0175068,Massachusetts,"17,218.21",-51.45,40991,"1286 Warren Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:21:52,5.7,"South East East",Standard,2.7,42.0628175,-71.0152631,Massachusetts,"17,025.62",13.42,40991,"1141 Main St, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:21:55,17.2,"South West",Standard,2.2,42.4060106,-71.0565234,Massachusetts,0.00,-2.24,8223,"396 Broadway, Everett, MA 02149"
47,022081,2015-07-24,08:22:05,23,"North East East",Standard,1.7,42.0725417,-71.0222697,Massachusetts,"19,167.80",-15.66,40991,"74 Forest Ave, Brockton, MA 02301"
93,022041,2015-07-24,08:22:06,25.7,East,Standard,1.7,42.0724185,-71.0227531,Massachusetts,"17,056.53",-8.95,40991,"86 Forest Ave, Brockton, MA 02301"
87,022027,2015-07-24,08:22:06,30,"North East East",Standard,2.7,42.0599698,-71.0156055,Massachusetts,"17,218.47",-2.24,40991,"Clifton Ave, Brockton, MA 02301"
48,022062,2015-07-24,08:22:06,20.7,"North East East",Standard,1.3,42.0708772,-71.0313121,Massachusetts,"17,307.76",-29.08,40991,"274 Forest Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:22:10,20,"South South East",Standard,2.8,42.0612841,-71.0146471,Massachusetts,"17,025.62",-33.55,40991,"1213 Main St, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:22:14,0,"North West West","Motion Stop",2.2,42.405426,-71.0572807,Massachusetts,0.00,-15.66,9247,"7 Corey St, Everett, MA 02149"
87,022027,2015-07-24,08:22:16,0,"North East East","Motion Stop",2.8,42.0601219,-71.0147109,Massachusetts,"17,218.47",-26.84,42015,"12 Clifton Ave, Brockton, MA 02301"
47,022081,2015-07-24,08:22:19,0,East,"Motion Stop",1.7,42.0726585,-71.0213654,Massachusetts,"19,167.80",-15.66,42015,"653 Warren Ave, Brockton, MA 02301"
47,022081,2015-07-24,08:22:20,4.7,East,"Motion Start",1.7,42.0726572,-71.0213497,Massachusetts,"19,167.80",-2.24,42015,"653 Warren Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:22:22,0,"South South East","Motion Stop",2.8,42.0609291,-71.0145224,Massachusetts,"17,025.62",-8.95,42015,"1227 Main St, Brockton, MA 02301"
87,022027,2015-07-24,08:22:23,3.2,"North East East","Motion Start",2.8,42.0601296,-71.0147029,Massachusetts,"17,218.47",13.42,42015,"12 Clifton Ave, Brockton, MA 02301"
93,022041,2015-07-24,08:22:24,9.7,East,Standard,1.8,42.0726449,-71.0214809,Massachusetts,"17,056.53",8.95,40991,"52 Forest Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:22:29,8.2,"South East","Motion Start",2.8,42.0608956,-71.0144786,Massachusetts,"17,025.62",29.08,42015,"1262 Main St, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:22:31,9.6,"North West West","Motion Start",2.3,42.405463,-71.0573581,Massachusetts,0.00,78.29,9247,"10 Corey St, Everett, MA 02149"
47,022081,2015-07-24,08:22:38,28.7,South,Standard,1.8,42.0714348,-71.0210412,Massachusetts,"19,168.06",4.47,40991,"688 Warren Ave, Brockton, MA 02301"
93,022041,2015-07-24,08:22:43,27.5,South,Standard,1.9,42.0718028,-71.0211504,Massachusetts,"17,056.53",13.42,40991,"685 Warren Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:22:47,26.5,"South East East",Standard,2.9,42.0605444,-71.0133889,Massachusetts,"17,025.62",26.84,40991,"31 Plain St, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:22:49,19.9,"North North West",Standard,2.3,42.4063057,-71.0577965,Massachusetts,0.00,,8223,"48 Corey St, Everett, MA 02149"
87,022027,2015-07-24,08:22:57,15.5,"South East East",Standard,2.9,42.0607708,-71.0139049,Massachusetts,"17,218.47",2.24,40991,"19 Plain St, Brockton, MA 02301"
47,022081,2015-07-24,08:23:05,30.2,"South South East",Standard,2,42.0681954,-71.0204313,Massachusetts,"19,168.06",-4.47,40991,"852 Warren Ave, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:23:06,0,North,"Motion Stop",2.4,42.4073562,-71.0580451,Massachusetts,0.00,-26.84,9247,"93 Corey St, Everett, MA 02149"
93,022041,2015-07-24,08:23:07,29.2,"South South East",Standard,2.1,42.0688717,-71.0206357,Massachusetts,"17,056.53",-4.47,40991,"823 Warren Ave, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:23:09,4.5,"North North West","Motion Start",2.4,42.4073828,-71.0580555,Massachusetts,0.00,33.55,9247,"95 Corey St, Everett, MA 02149"
101,022051,2015-07-24,08:23:11,30.7,"South East East",Standard,3.1,42.0587518,-71.0098836,Massachusetts,"17,025.62",4.47,40991,"97 Plain St, Brockton, MA 02301"
48,022062,2015-07-24,08:23:23,27.5,"North East East",Standard,1.7,42.0724795,-71.0227143,Massachusetts,"17,307.76",6.71,40991,"84 Forest Ave, Brockton, MA 02301"
47,022081,2015-07-24,08:23:27,26.5,South,Standard,2.2,42.0656167,-71.0198623,Massachusetts,"19,168.06",-2.24,40991,"Warren Ave, Brockton, MA 02301"
87,022027,2015-07-24,08:23:28,40,"South East East",Standard,3.1,42.0587494,-71.0098034,Massachusetts,"17,218.47",-2.24,40991,"100 Plain St, Brockton, MA 02301"
101,022051,2015-07-24,08:23:29,38,"South East",Standard,3.3,42.0573166,-71.0072968,Massachusetts,"17,025.62",,40991,"201 Plain St, Brockton, MA 02302"
321,"MB033 - 051073",2015-07-24,08:23:30,11.2,North,Standard,2.5,42.4084596,-71.0591786,Massachusetts,0.00,-38.03,8223,"7 Bucknam St, Everett, MA 02149"
321,"MB033 - 051073",2015-07-24,08:23:34,0,North,"Motion Stop",2.5,42.4085374,-71.0592026,Massachusetts,0.00,-15.66,9247,"9 Bucknam St, Everett, MA 02149"
48,022062,2015-07-24,08:23:35,0,East,"Motion Stop",1.8,42.0727011,-71.0214414,Massachusetts,"17,307.76",-40.26,42015,"50 Forest Ave, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:23:46,9.3,"North North West","Motion Start",2.5,42.4085987,-71.0592272,Massachusetts,0.00,60.40,9247,"11 Bucknam St, Everett, MA 02149"
47,022081,2015-07-24,08:23:46,25.7,"South South East",Standard,2.3,42.0637347,-71.0193933,Massachusetts,"19,168.06",2.24,40991,"1066 Warren Ave, Brockton, MA 02301"
87,022027,2015-07-24,08:23:46,36,"South East",Standard,3.3,42.057205,-71.0070794,Massachusetts,"17,218.47",-2.24,40991,"205 Plain St, Brockton, MA 02302"
101,022051,2015-07-24,08:23:47,15.5,"South West",Standard,3.4,42.0561944,-71.0055868,Massachusetts,"17,025.89",8.95,40991,"Sargents Way, Brockton, MA 02302"
93,022041,2015-07-24,08:23:54,21.2,South,Standard,2.5,42.0632461,-71.0192974,Massachusetts,"17,056.53",-15.66,40991,"1103 Warren Ave, Brockton, MA 02301"
48,022062,2015-07-24,08:24:01,4,East,"Motion Start",1.8,42.0727087,-71.021442,Massachusetts,"17,307.76",13.42,42015,"50 Forest Ave, Brockton, MA 02301"
47,022081,2015-07-24,08:24:04,15.7,"South South East",Standard,2.4,42.0625646,-71.0190839,Massachusetts,"19,168.06",22.37,40991,"1143 Warren Ave, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:24:04,24.2,"North North West",Standard,2.6,42.4100003,-71.059688,Massachusetts,0.00,4.47,8223,"51 Bucknam St, Everett, MA 02149"
87,022027,2015-07-24,08:24:04,21.7,"South West West",Standard,3.4,42.0560625,-71.0058302,Massachusetts,"17,218.47",8.95,40991,"Sargents Way, Brockton, MA 02302"
101,022051,2015-07-24,08:24:06,0,"South West West","Motion Stop",3.5,42.0554534,-71.0071003,Massachusetts,"17,025.89",4.47,42015,"94 Sargents Way, Brockton, MA 02301"
101,022051,2015-07-24,08:24:07,3.7,"South West","Motion Start",3.5,42.0554442,-71.0071168,Massachusetts,"17,025.89",6.71,42015,"94 Sargents Way, Brockton, MA 02301"
48,022062,2015-07-24,08:24:19,23.2,South,Standard,1.9,42.0717768,-71.0211505,Massachusetts,"17,307.76",4.47,40991,"687 Warren Ave, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:24:22,22.7,"North East",Standard,2.7,42.4108363,-71.058978,Massachusetts,0.00,,8223,"21 Cleveland Ave, Everett, MA 02149"
87,022027,2015-07-24,08:24:22,8.5,"South West",Standard,3.5,42.0553897,-71.0071126,Massachusetts,"17,218.47",22.37,40991,"94 Sargents Way, Brockton, MA 02301"
47,022081,2015-07-24,08:24:22,23.5,"North East East",Standard,2.5,42.0624311,-71.0177974,Massachusetts,"19,168.06",,40991,"55 Market St, Brockton, MA 02301"
101,022051,2015-07-24,08:24:25,16.7,"South South East",Standard,3.6,42.054483,-71.0065473,Massachusetts,"17,025.89",-13.42,40991,"31 Oak Hill Way, Brockton, MA 02301"
93,022041,2015-07-24,08:24:26,22.5,"North East East",Standard,2.6,42.0622868,-71.0183324,Massachusetts,"17,056.53",24.61,40991,"66 Market St, Brockton, MA 02301"
101,022051,2015-07-24,08:24:32,0,"South South East","Motion Stop",3.6,42.054227,-71.0063677,Massachusetts,"17,025.89",-11.18,42015,"39 Oak Hill Way, Brockton, MA 02301"
101,022051,2015-07-24,08:24:36,7.2,"South South East","Motion Start",3.6,42.0542236,-71.0063625,Massachusetts,"17,025.89",29.08,42015,"39 Oak Hill Way, Brockton, MA 02301"
47,022081,2015-07-24,08:24:40,14,"North East East",Standard,2.6,42.0628405,-71.0155513,Massachusetts,"19,168.06",-15.66,40991,"6 Market St, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:24:40,18.6,"North East",Standard,2.8,42.4120909,-71.0572904,Massachusetts,0.00,-8.95,8223,"99 Cleveland Ave, Everett, MA 02149"
87,022027,2015-07-24,08:24:40,10.7,"South South East",Standard,3.6,42.0543067,-71.0064091,Massachusetts,"17,218.47",,40991,"37 Oak Hill Way, Brockton, MA 02301"
93,022041,2015-07-24,08:24:45,13.5,East,Standard,2.7,42.0627704,-71.0157147,Massachusetts,"17,056.53",-33.55,40991,"12 Market St, Brockton, MA 02301"
47,022081,2015-07-24,08:24:45,0,East,"Motion Stop",2.6,42.0628669,-71.0153556,Massachusetts,"19,168.06",-8.95,42015,"4 Market St, Brockton, MA 02301"
47,022081,2015-07-24,08:24:51,4.2,East,"Motion Start",2.6,42.0628691,-71.015349,Massachusetts,"19,168.06",13.42,42015,"4 Market St, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:25:01,13.5,"North East",Standard,2.9,42.4132653,-71.055762,Massachusetts,0.00,-17.90,8223,"190 Cleveland Ave, Everett, MA 02149"
101,022051,2015-07-24,08:25:03,28.7,"South South East",Standard,3.8,42.0519562,-71.0047338,Massachusetts,"17,025.89",-24.61,40991,"119 Oak Hill Way, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:25:05,0,"North East East","Motion Stop",2.9,42.4133164,-71.0556556,Massachusetts,0.00,-51.45,9247,"Cleveland Ave, Everett, MA 02149"
321,"MB033 - 051073",2015-07-24,08:25:08,6,East,"Motion Start",2.9,42.4133192,-71.0556177,Massachusetts,0.00,31.32,9247,"Cleveland Ave, Everett, MA 02149"
93,022041,2015-07-24,08:25:09,27.2,"South South East",Standard,2.8,42.0622681,-71.0150306,Massachusetts,"17,056.53",11.18,40991,"1173 Main St, Brockton, MA 02301"
48,022062,2015-07-24,08:25:09,29,"South South East",Standard,2.2,42.066577,-71.0200874,Massachusetts,"17,307.76",,40991,"939 Warren Ave, Brockton, MA 02301"
47,022081,2015-07-24,08:25:09,26.5,"South South East",Standard,2.7,42.061581,-71.0147744,Massachusetts,"19,168.06",-6.71,40991,"50 Lyon Ave, Brockton, MA 02301"
87,022027,2015-07-24,08:25:11,24,"South South East",Standard,3.8,42.0519481,-71.0047273,Massachusetts,"17,218.47",-6.71,40991,"119 Oak Hill Way, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:25:26,13.1,"North East",Standard,3,42.4130872,-71.0547357,Massachusetts,0.00,8.95,8223,"7 Glendale St, Everett, MA 02149"
47,022081,2015-07-24,08:25:27,22,"South East",Standard,2.8,42.0606967,-71.0137254,Massachusetts,"19,168.06",20.13,40991,"23 Plain St, Brockton, MA 02301"
93,022041,2015-07-24,08:25:27,21.5,"South East East",Standard,2.9,42.0608462,-71.0140837,Massachusetts,"17,056.53",6.71,40991,"13 Plain St, Brockton, MA 02301"
48,022062,2015-07-24,08:25:36,25.2,"South South East",Standard,2.4,42.0636424,-71.0193371,Massachusetts,"17,307.76",-2.24,40991,"1070 Warren Ave, Brockton, MA 02301"
101,022051,2015-07-24,08:25:41,6.7,"North East East",Standard,3.9,42.0519187,-71.0032208,"Brockton Yard","17,025.89",2.24,40991,"Appleby St, Brockton, MA 02302"
87,022027,2015-07-24,08:25:42,0,"North East East","Motion Stop",3.8,42.0517855,-71.0035593,"Brockton Yard","17,218.47",-15.66,42015,"138 Oak Hill Way, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:25:44,19.3,"North East",Standard,3.1,42.4140076,-71.0534963,Massachusetts,0.00,-6.71,8223,"44 Glendale St, Everett, MA 02149"
93,022041,2015-07-24,08:25:45,34,"South East",Standard,3,42.0596351,-71.0116722,Massachusetts,"17,056.53",4.47,40991,"64 Plain St, Brockton, MA 02301"
87,022027,2015-07-24,08:25:46,3.2,"North East East","Motion Start",3.8,42.0517884,-71.0035474,"Brockton Yard","17,218.47",6.71,42015,"138 Oak Hill Way, Brockton, MA 02301"
47,022081,2015-07-24,08:25:52,34.7,"South East East",Standard,3,42.0588985,-71.0101699,Massachusetts,"19,168.06",-2.24,40991,"84 Plain St, Brockton, MA 02301"
321,"MB033 - 051073",2015-07-24,08:25:54,0,"North East","Motion Stop",3.1,42.414319,-71.0530458,Massachusetts,0.00,-17.90,9247,"54 Glendale St, Everett, MA 02149"
321,"MB033 - 051073",2015-07-24,08:25:58,9.4,"North East","Motion Start",3.1,42.4143773,-71.0529633,Massachusetts,0.00,69.35,9247,"58 Glendale St, Everett, MA 02149"
